txn_ref,occurred_at,type,issue_type,order_code,item_code,issue_pool,qty,uom,rate,entered_by,authorized_by,remarks,colour_ref,batch_ref,external_ref
TXN-260831-432,2026-08-31 00:07:51,issue,bom,BS-QS-16485,2355,Paint Thinner,-17,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-433,2026-08-31 00:07:51,issue,bom,BS-QS-16485,937,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-434,2026-08-31 00:07:51,issue,bom,BS-QS-16485,246,Miscellaneous,-200,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-435,2026-08-31 00:10:23,issue,bom,BS-SI-16476,2158,Epoxy Set,-170,Gram,7.79,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-436,2026-08-31 00:10:23,issue,bom,BS-SI-16476,244,Epoxy Set,-37,Gram,0.54,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-437,2026-08-31 00:10:23,issue,bom,BS-SI-16476,1145,Epoxy Set,-35,Gram,3.8,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-438,2026-08-31 00:10:23,issue,bom,BS-SI-16476,2350,Paint Mixing,-55,Gram,6.44,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-439,2026-08-31 00:10:23,issue,bom,BS-SI-16476,2354,Paint Matt Agent,-28,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-440,2026-08-31 00:10:23,issue,bom,BS-SI-16476,2352,Paint Harnder,-28,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-441,2026-08-31 00:10:23,issue,bom,BS-SI-16476,2355,Paint Thinner,-23,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-442,2026-08-31 00:10:23,issue,bom,BS-SI-16476,937,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-443,2026-08-31 00:10:23,issue,bom,BS-SI-16476,246,Miscellaneous,-100,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-444,2026-08-31 00:13:22,issue,bom,BS-US-2543,2158,Epoxy Set,-443,Gram,7.79,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-445,2026-08-31 00:13:22,issue,bom,BS-US-2543,244,Epoxy Set,-93,Gram,0.54,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-446,2026-08-31 00:13:22,issue,bom,BS-US-2543,1145,Epoxy Set,-85,Gram,3.8,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-447,2026-08-31 00:13:22,issue,bom,BS-US-2543,2764,Paint Mixing,-150,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-448,2026-08-31 00:13:22,issue,bom,BS-US-2543,2354,Paint Matt Agent,-70,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-449,2026-08-31 00:13:22,issue,bom,BS-US-2543,2352,Paint Harnder,-70,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-450,2026-08-31 00:13:22,issue,bom,BS-US-2543,2355,Paint Thinner,-55,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-451,2026-08-31 00:19:27,issue,bom,BS-SM-16276,2158,Epoxy Set,-1500,Gram,7.79,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against one shade is issued,,,
TXN-260831-452,2026-08-31 00:19:27,issue,bom,BS-SM-16276,1145,Epoxy Set,-300,Gram,3.8,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against one shade is issued,,,
TXN-260831-453,2026-08-31 00:19:27,issue,bom,BS-SM-16276,244,Epoxy Set,-327,Gram,0.54,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against one shade is issued,,,
TXN-260831-454,2026-08-31 00:19:27,issue,bom,BS-SM-16276,2350,Paint Mixing,-220,Gram,6.44,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against one shade is issued,,,
TXN-260831-455,2026-08-31 00:19:27,issue,bom,BS-SM-16276,2354,Paint Matt Agent,-110,Gram,5.19,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against one shade is issued,,,
TXN-260831-456,2026-08-31 00:19:27,issue,bom,BS-SM-16276,2352,Paint Harnder,-110,Gram,5.81,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against one shade is issued,,,
TXN-260831-457,2026-08-31 00:19:27,issue,bom,BS-SM-16276,2355,Paint Thinner,-100,Gram,1.67,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against one shade is issued,,,
TXN-260831-458,2026-08-31 00:19:27,issue,bom,BS-SM-16276,937,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against one shade is issued,,,
TXN-260831-459,2026-08-31 00:19:27,issue,bom,BS-SM-16276,246,Miscellaneous,-400,Nos,,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against one shade is issued,,,
TXN-260831-460,2026-08-31 00:26:09,issue,bom,BS-SM-16276,2350,Paint Mixing,-150,Gram,6.44,malikhashir85858@gmail.com,hashir,Variance: due to 2 shades mixing against one shade is issued | Re-issue: due to 2 shades mixing against,PANTONE 1905 C,,
TXN-260831-461,2026-08-31 00:26:09,issue,bom,BS-SM-16276,2245 / 2673,Paint Mixing,-30,Gram,9.75,malikhashir85858@gmail.com,hashir,Variance: due to 2 shades mixing against one shade is issued | Re-issue: due to 2 shades mixing against,PANTONE 1905 C,,
TXN-260831-462,2026-08-31 00:26:09,issue,bom,BS-SM-16276,2699,Paint Mixing,-20,Gram,6.93,malikhashir85858@gmail.com,hashir,Variance: due to 2 shades mixing against one shade is issued | Re-issue: due to 2 shades mixing against,PANTONE 1905 C,,
TXN-260831-463,2026-08-31 00:26:09,issue,bom,BS-SM-16276,2354,Paint Matt Agent,-100,Gram,5.19,malikhashir85858@gmail.com,hashir,Variance: due to 2 shades mixing against one shade is issued | Re-issue: due to 2 shades mixing against,,,
TXN-260831-464,2026-08-31 00:26:09,issue,bom,BS-SM-16276,2352,Paint Harnder,-100,Gram,5.81,malikhashir85858@gmail.com,hashir,Variance: due to 2 shades mixing against one shade is issued | Re-issue: due to 2 shades mixing against,,,
TXN-260831-465,2026-08-31 00:26:09,issue,bom,BS-SM-16276,2355,Paint Thinner,-200,Gram,1.67,malikhashir85858@gmail.com,hashir,Variance: due to 2 shades mixing against one shade is issued | Re-issue: due to 2 shades mixing against,,,
TXN-260831-466,2026-08-31 01:02:08,issue,bom,BS-SM-16480,2158,Epoxy Set,-170,Gram,7.79,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-467,2026-08-31 01:02:08,issue,bom,BS-SM-16480,1145,Epoxy Set,-35,Gram,3.8,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-468,2026-08-31 01:02:08,issue,bom,BS-SM-16480,244,Epoxy Set,-37,Gram,0.54,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-469,2026-08-31 01:02:08,issue,bom,BS-SM-16480,2350,Paint Mixing,-100,Gram,6.44,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-470,2026-08-31 01:02:08,issue,bom,BS-SM-16480,2354,Paint Matt Agent,-28,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-471,2026-08-31 01:02:08,issue,bom,BS-SM-16480,2352,Paint Harnder,-28,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-472,2026-08-31 01:02:08,issue,bom,BS-SM-16480,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-473,2026-08-31 01:05:01,issue,bom,BS-ET-16470,2158,Epoxy Set,-170,Gram,7.79,malikhashir85858@gmail.com,,Variance: GOLDEN paint so hardner and matt agent not issued,,,
TXN-260831-474,2026-08-31 01:05:01,issue,bom,BS-ET-16470,244,Epoxy Set,-33,Gram,0.54,malikhashir85858@gmail.com,,Variance: GOLDEN paint so hardner and matt agent not issued,,,
TXN-260831-475,2026-08-31 01:05:01,issue,bom,BS-ET-16470,1145,Epoxy Set,-52,Gram,3.8,malikhashir85858@gmail.com,,Variance: GOLDEN paint so hardner and matt agent not issued,,,
TXN-260831-476,2026-08-31 01:05:01,issue,bom,BS-ET-16470,520,Paint Mixing,-100,Gram,7.4,malikhashir85858@gmail.com,,Variance: GOLDEN paint so hardner and matt agent not issued,,,
TXN-260831-477,2026-08-31 01:05:01,issue,bom,BS-ET-16470,2355,Paint Thinner,-80,Gram,1.67,malikhashir85858@gmail.com,,Variance: GOLDEN paint so hardner and matt agent not issued,,,
TXN-260831-478,2026-08-31 01:16:33,issue,bom,BS-ET-16454,2764,Paint Mixing,-70,Gram,6.04,malikhashir85858@gmail.com,,Variance: extra mixing made against this pantone,SW 6990,,
TXN-260831-479,2026-08-31 01:16:33,issue,bom,BS-ET-16454,2350,Paint Mixing,-20,Gram,6.44,malikhashir85858@gmail.com,,Variance: extra mixing made against this pantone,SW 6990,,
TXN-260831-480,2026-08-31 01:16:33,issue,bom,BS-ET-16454,2272,Paint Mixing,-10,Gram,9.04,malikhashir85858@gmail.com,,Variance: extra mixing made against this pantone,SW 6990,,
TXN-260831-481,2026-08-31 01:16:33,issue,bom,BS-ET-16454,2754,Paint Mixing,-10,Gram,7.78,malikhashir85858@gmail.com,,Variance: extra mixing made against this pantone,SW 6990,,
TXN-260831-482,2026-08-31 01:16:33,issue,bom,BS-ET-16454,2354,Paint Matt Agent,-30,Gram,5.19,malikhashir85858@gmail.com,,Variance: extra mixing made against this pantone,,,
TXN-260831-483,2026-08-31 01:16:33,issue,bom,BS-ET-16454,2352,Paint Harnder,-30,Gram,5.81,malikhashir85858@gmail.com,,Variance: extra mixing made against this pantone,,,
TXN-260831-484,2026-08-31 01:16:33,issue,bom,BS-ET-16454,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: extra mixing made against this pantone,,,
TXN-260831-485,2026-08-31 01:18:55,receipt,,,2195,Paint Matt Agent,900,Gram,4.86,malikhashir85858@gmail.com,,,,,2916
TXN-260831-486,2026-08-31 01:20:11,receipt,,,2404,Paint Thinner,4500,Gram,2.11,malikhashir85858@gmail.com,,,,,2917
TXN-260831-487,2026-08-31 01:26:57,receipt,,,727,Paint Harnder,1800,Gram,3.2,malikhashir85858@gmail.com,,,,,2921
TXN-260831-488,2026-08-31 01:26:57,receipt,,,2352,Paint Harnder,1800,Gram,5.81,malikhashir85858@gmail.com,,,,,2921
TXN-260831-489,2026-08-31 01:26:57,receipt,,,2195,Paint Matt Agent,1800,Gram,4.86,malikhashir85858@gmail.com,,,,,2921
TXN-260831-490,2026-08-31 01:26:57,receipt,,,124,Paint Mixing,1800,Gram,,malikhashir85858@gmail.com,,,,,2921
TXN-260831-491,2026-08-31 01:26:57,receipt,,,246,Miscellaneous,3000,Nos,,malikhashir85858@gmail.com,,,,,2921
TXN-260831-492,2026-08-31 01:26:57,receipt,,,804,Paint Thinner,2700,Gram,0.56,malikhashir85858@gmail.com,,,,,2921
TXN-260831-493,2026-08-31 01:26:57,receipt,,,2525,Paint Mixing,900,Gram,1.97,malikhashir85858@gmail.com,,,,,2921
TXN-260831-494,2026-08-31 01:26:57,receipt,,,56,Miscellaneous,2,Nos,,malikhashir85858@gmail.com,,,,,2921
TXN-260831-495,2026-08-31 01:26:57,receipt,,,239,Miscellaneous,10,Nos,,malikhashir85858@gmail.com,,,,,2921
TXN-260831-496,2026-08-31 01:26:57,receipt,,,285,Miscellaneous,15,Nos,,malikhashir85858@gmail.com,,,,,2921
TXN-260831-497,2026-08-31 01:26:57,receipt,,,1053,Miscellaneous,9,Nos,,malikhashir85858@gmail.com,,,,,2921
TXN-260831-498,2026-08-31 01:26:57,receipt,,,428,Miscellaneous,2,Nos,,malikhashir85858@gmail.com,,,,,2921
TXN-260831-499,2026-08-31 01:26:57,receipt,,,937,Miscellaneous,30,Nos,,malikhashir85858@gmail.com,,,,,2921
TXN-260831-500,2026-08-31 01:26:57,receipt,,,2254,Miscellaneous,1800,Nos,,malikhashir85858@gmail.com,,,,,2921
TXN-260831-501,2026-08-31 02:44:26,issue,bom,BS-US-500073 A,2158,Epoxy Set,-2000,Gram,7.79,malikhashir85858@gmail.com,,Variance: satin sign metallic color so lacker hardner and thinner extra used,,,
TXN-260831-502,2026-08-31 02:44:26,issue,bom,BS-US-500073 A,1145,Epoxy Set,-130,Gram,3.8,malikhashir85858@gmail.com,,Variance: satin sign metallic color so lacker hardner and thinner extra used,,,
TXN-260831-503,2026-08-31 02:44:26,issue,bom,BS-US-500073 A,520,Paint Mixing,-900,Gram,7.4,malikhashir85858@gmail.com,,Variance: satin sign metallic color so lacker hardner and thinner extra used,,,
TXN-260831-504,2026-08-31 02:44:26,issue,bom,BS-US-500073 A,727,Paint Harnder,-200,Gram,3.2,malikhashir85858@gmail.com,,Variance: satin sign metallic color so lacker hardner and thinner extra used,,,
TXN-260831-505,2026-08-31 02:44:26,issue,bom,BS-US-500073 A,2352,Paint Harnder,-200,Gram,5.81,malikhashir85858@gmail.com,,Variance: satin sign metallic color so lacker hardner and thinner extra used,,,
TXN-260831-506,2026-08-31 02:44:26,issue,bom,BS-US-500073 A,2195,Paint Matt Agent,-60,Gram,4.86,malikhashir85858@gmail.com,,Variance: satin sign metallic color so lacker hardner and thinner extra used,,,
TXN-260831-507,2026-08-31 02:44:26,issue,bom,BS-US-500073 A,2404,Paint Thinner,-500,Gram,2.11,malikhashir85858@gmail.com,,Variance: satin sign metallic color so lacker hardner and thinner extra used,,,
TXN-260831-508,2026-08-31 02:44:26,issue,bom,BS-US-500073 A,285,Miscellaneous,-3,Nos,,malikhashir85858@gmail.com,,Variance: satin sign metallic color so lacker hardner and thinner extra used,,,
TXN-260831-509,2026-08-31 02:44:26,issue,bom,BS-US-500073 A,246,Miscellaneous,-500,Nos,,malikhashir85858@gmail.com,,Variance: satin sign metallic color so lacker hardner and thinner extra used,,,
TXN-260831-510,2026-08-31 02:46:14,receipt,,,520,Paint Mixing,4300,Gram,7.4,malikhashir85858@gmail.com,,,,,
TXN-260831-511,2026-08-31 02:50:49,issue,bom,BS-US-500073 B,520,Paint Mixing,-2000,Gram,7.4,malikhashir85858@gmail.com,,Variance: satin sign and metalaic color so hardner and lacker extra used,,,
TXN-260831-512,2026-08-31 02:50:49,issue,bom,BS-US-500073 B,727,Paint Harnder,-1000,Gram,3.2,malikhashir85858@gmail.com,,Variance: satin sign and metalaic color so hardner and lacker extra used,,,
TXN-260831-513,2026-08-31 02:50:49,issue,bom,BS-US-500073 B,2352,Paint Harnder,-500,Gram,5.81,malikhashir85858@gmail.com,,Variance: satin sign and metalaic color so hardner and lacker extra used,,,
TXN-260831-514,2026-08-31 02:50:49,issue,bom,BS-US-500073 B,2195,Paint Matt Agent,-300,Gram,4.86,malikhashir85858@gmail.com,,Variance: satin sign and metalaic color so hardner and lacker extra used,,,
TXN-260831-515,2026-08-31 02:50:49,issue,bom,BS-US-500073 B,2404,Paint Thinner,-1200,Gram,2.11,malikhashir85858@gmail.com,,Variance: satin sign and metalaic color so hardner and lacker extra used,,,
TXN-260831-516,2026-08-31 02:50:49,issue,bom,BS-US-500073 B,246,Miscellaneous,-500,Nos,,malikhashir85858@gmail.com,,Variance: satin sign and metalaic color so hardner and lacker extra used,,,
TXN-260831-517,2026-08-31 02:56:32,issue,bom,BS-US-500073 C,520,Paint Mixing,-1500,Gram,7.4,malikhashir85858@gmail.com,,Variance: satin sign and metalaic color so hardner and lacker extra used,,,
TXN-260831-518,2026-08-31 02:56:32,issue,bom,BS-US-500073 C,727,Paint Harnder,-700,Gram,3.2,malikhashir85858@gmail.com,,Variance: satin sign and metalaic color so hardner and lacker extra used,,,
TXN-260831-519,2026-08-31 02:56:32,issue,bom,BS-US-500073 C,2352,Paint Harnder,-350,Gram,5.81,malikhashir85858@gmail.com,,Variance: satin sign and metalaic color so hardner and lacker extra used,,,
TXN-260831-520,2026-08-31 02:56:32,issue,bom,BS-US-500073 C,2195,Paint Matt Agent,-450,Gram,4.86,malikhashir85858@gmail.com,,Variance: satin sign and metalaic color so hardner and lacker extra used,,,
TXN-260831-521,2026-08-31 02:56:32,issue,bom,BS-US-500073 C,2404,Paint Thinner,-1200,Gram,2.11,malikhashir85858@gmail.com,,Variance: satin sign and metalaic color so hardner and lacker extra used,,,
TXN-260831-522,2026-08-31 02:56:32,issue,bom,BS-US-500073 C,246,Miscellaneous,-300,Nos,,malikhashir85858@gmail.com,,Variance: satin sign and metalaic color so hardner and lacker extra used,,,
TXN-260831-523,2026-08-31 03:11:05,issue,bom,BS-US-500073 D,2350,Paint Mixing,-1000,Gram,6.44,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-524,2026-08-31 03:11:05,issue,bom,BS-US-500073 D,520,Paint Mixing,-1000,Gram,7.4,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-525,2026-08-31 03:11:05,issue,bom,BS-US-500073 D,727,Paint Harnder,-1000,Gram,3.2,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-526,2026-08-31 03:11:05,issue,bom,BS-US-500073 D,2195,Paint Matt Agent,-600,Gram,4.86,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-527,2026-08-31 03:11:05,issue,bom,BS-US-500073 D,2404,Paint Thinner,-1000,Gram,2.11,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-528,2026-08-31 03:11:05,issue,bom,BS-US-500073 D,2247,Paint Binder,-228,Gram,7.41,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-529,2026-08-31 03:11:05,issue,bom,BS-US-500073 D,246,Miscellaneous,-500,Nos,,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-530,2026-08-31 04:24:32,issue,bom,BS-US-500073 E,520,Paint Mixing,-1500,Gram,7.4,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-531,2026-08-31 04:24:32,issue,bom,BS-US-500073 E,2352,Paint Harnder,-900,Gram,5.81,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-532,2026-08-31 04:24:32,issue,bom,BS-US-500073 E,727,Paint Harnder,-875,Gram,3.2,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-533,2026-08-31 04:24:32,issue,bom,BS-US-500073 E,2354,Paint Matt Agent,-700,Gram,5.19,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-534,2026-08-31 04:24:32,issue,bom,BS-US-500073 E,2404,Paint Thinner,-600,Gram,2.11,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-535,2026-08-31 04:24:32,issue,bom,BS-US-500073 E,2247,Paint Binder,-45,Gram,7.41,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-536,2026-08-31 04:24:32,issue,bom,BS-US-500073 E,2254,Miscellaneous,-700,Nos,,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-537,2026-08-31 04:24:32,issue,bom,BS-US-500073 E,246,Miscellaneous,-500,Nos,,malikhashir85858@gmail.com,,Variance: satin sign so for metalic color hardner ar thinner extra used,,,
TXN-260831-538,2026-08-31 04:36:30,issue,bom,BS-US-2506 B,2764,Paint Mixing,-700,Gram,6.04,malikhashir85858@gmail.com,,Variance: satin black sign,,,
TXN-260831-539,2026-08-31 04:36:30,issue,bom,BS-US-2506 B,2352,Paint Harnder,-275,Gram,5.81,malikhashir85858@gmail.com,,Variance: satin black sign,,,
TXN-260831-540,2026-08-31 04:36:30,issue,bom,BS-US-2506 B,2355,Paint Thinner,-200,Gram,1.67,malikhashir85858@gmail.com,,Variance: satin black sign,,,
TXN-260831-541,2026-08-31 04:36:30,issue,bom,BS-US-2506 B,2247,Paint Binder,-125,Gram,7.41,malikhashir85858@gmail.com,,Variance: satin black sign,,,
TXN-260831-542,2026-08-31 04:36:30,issue,bom,BS-US-2506 B,937,Miscellaneous,-12,Nos,,malikhashir85858@gmail.com,,Variance: satin black sign,,,
TXN-260831-543,2026-08-31 04:36:30,issue,bom,BS-US-2506 B,246,Miscellaneous,-500,Nos,,malikhashir85858@gmail.com,,Variance: satin black sign,,,
TXN-260901-544,2026-08-31 22:20:59,receipt,,,2241,Paint Mixing,900,Gram,9.04,malikhashir85858@gmail.com,,,,,2923
TXN-260901-545,2026-08-31 22:20:59,receipt,,,2352,Paint Harnder,1800,Gram,5.81,malikhashir85858@gmail.com,,,,,2923
TXN-260901-546,2026-08-31 22:20:59,receipt,,,2354,Paint Matt Agent,900,Gram,5.19,malikhashir85858@gmail.com,,,,,2923
TXN-260901-547,2026-08-31 22:20:59,receipt,,,2404,Paint Thinner,4500,Gram,2.11,malikhashir85858@gmail.com,,,,,2923
TXN-260901-548,2026-08-31 22:24:39,issue,bom,BS-ET-16514,2158,Epoxy Set,-170,Gram,7.79,malikhashir85858@gmail.com,,Variance: sign done\,,,
TXN-260901-549,2026-08-31 22:24:39,issue,bom,BS-ET-16514,1145,Epoxy Set,-35,Gram,3.8,malikhashir85858@gmail.com,,Variance: sign done\,,,
TXN-260901-550,2026-08-31 22:24:39,issue,bom,BS-ET-16514,244,Epoxy Set,-35,Gram,0.54,malikhashir85858@gmail.com,,Variance: sign done\,,,
TXN-260901-551,2026-08-31 22:24:39,issue,bom,BS-ET-16514,2764,Paint Mixing,-57,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done\,,,
TXN-260901-552,2026-08-31 22:24:39,issue,bom,BS-ET-16514,2354,Paint Matt Agent,-28,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done\,,,
TXN-260901-553,2026-08-31 22:24:39,issue,bom,BS-ET-16514,2352,Paint Harnder,-28,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done\,,,
TXN-260901-554,2026-08-31 22:24:39,issue,bom,BS-ET-16514,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done\,,,
TXN-260901-555,2026-08-31 22:24:39,issue,bom,BS-ET-16514,937,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: sign done\,,,
TXN-260901-556,2026-08-31 22:28:35,issue,bom,BS-SM-16430,2158,Epoxy Set,-300,Gram,7.79,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260901-557,2026-08-31 22:28:35,issue,bom,BS-SM-16430,1145,Epoxy Set,-60,Gram,3.8,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260901-558,2026-08-31 22:28:35,issue,bom,BS-SM-16430,244,Epoxy Set,-60,Gram,0.54,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260901-559,2026-08-31 22:28:35,issue,bom,BS-SM-16430,2350,Paint Mixing,-80,Gram,6.44,malikhashir85858@gmail.com,,Variance: sign done,PANTONE 427 C,,
TXN-260901-560,2026-08-31 22:28:35,issue,bom,BS-SM-16430,2272,Paint Mixing,-2,Gram,9.04,malikhashir85858@gmail.com,,Variance: sign done,PANTONE 427 C,,
TXN-260901-561,2026-08-31 22:28:35,issue,bom,BS-SM-16430,2271,Paint Mixing,-2,Gram,9.04,malikhashir85858@gmail.com,,Variance: sign done,PANTONE 427 C,,
TXN-260901-562,2026-08-31 22:28:35,issue,bom,BS-SM-16430,2764,Paint Mixing,-2,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,PANTONE 427 C,,
TXN-260901-563,2026-08-31 22:28:35,issue,bom,BS-SM-16430,2354,Paint Matt Agent,-48,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260901-564,2026-08-31 22:28:35,issue,bom,BS-SM-16430,2352,Paint Harnder,-48,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260901-565,2026-08-31 22:28:35,issue,bom,BS-SM-16430,2355,Paint Thinner,-40,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260901-566,2026-08-31 22:28:35,issue,bom,BS-SM-16430,937,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260901-567,2026-08-31 22:36:23,issue,rework,BS-ET-16320-(Bulk),2350,Paint Mixing,-300,Gram,6.44,malikhashir85858@gmail.com,hashir,Repaint: uv printed mistake,,,
TXN-260901-568,2026-08-31 22:36:23,issue,rework,BS-ET-16320-(Bulk),2354,Paint Matt Agent,-150,Gram,5.19,malikhashir85858@gmail.com,hashir,Repaint: uv printed mistake,,,
TXN-260901-569,2026-08-31 22:36:23,issue,rework,BS-ET-16320-(Bulk),2352,Paint Harnder,-150,Gram,5.81,malikhashir85858@gmail.com,hashir,Repaint: uv printed mistake,,,
TXN-260901-570,2026-08-31 22:36:23,issue,rework,BS-ET-16320-(Bulk),2355,Paint Thinner,-130,Gram,1.67,malikhashir85858@gmail.com,hashir,Repaint: uv printed mistake,,,
TXN-260901-571,2026-08-31 22:36:23,issue,rework,BS-ET-16320-(Bulk),937,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,hashir,Repaint: uv printed mistake,,,
TXN-260901-572,2026-08-31 22:59:03,issue,bom,BS-LHET-355-A,2764,Paint Mixing,-80,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-573,2026-08-31 22:59:03,issue,bom,BS-LHET-355-B,2764,Paint Mixing,-80,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-574,2026-08-31 22:59:03,issue,bom,BS-LHET-355-C,2764,Paint Mixing,-80,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-575,2026-08-31 22:59:03,issue,bom,BS-LHET-355-D,2764,Paint Mixing,-80,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-576,2026-08-31 22:59:03,issue,bom,BS-LHET-355-E,2764,Paint Mixing,-80,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-577,2026-08-31 22:59:03,issue,bom,BS-LHET-355-F,2764,Paint Mixing,-80,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
